databaseId,caseId.en,title,citation,rootURL,databaseyear,format,,webURL,citingCasesURI,,citingCasesRoot,citingCasesMethod,apiKey
csc-scc,2015scc6,R. v. Goleski,"[2015] 1 SCR 399, 2015 SCC 6 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2015,.html,/,https://www.canlii.org/en/ca/scc/doc/2015/2015scc6/2015scc6.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2015scc6/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2015scc5,Carter v. Canada (Attorney General),"[2015] 1 SCR 331, 2015 SCC 5 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2015,.html,/,https://www.canlii.org/en/ca/scc/doc/2015/2015scc5/2015scc5.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2015scc5/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2015scc4,Saskatchewan Federation of Labour v. Saskatchewan,"[2015] 1 SCR 245, 2015 SCC 4 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2015,.html,/,https://www.canlii.org/en/ca/scc/doc/2015/2015scc4/2015scc4.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2015scc4/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2015scc3,Tervita Corp. v. Canada (Commissioner of Competition),"[2015] 1 SCR 161, 2015 SCC 3 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2015,.html,/,https://www.canlii.org/en/ca/scc/doc/2015/2015scc3/2015scc3.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2015scc3/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2015scc2,Meredith v. Canada (Attorney General),"[2015] 1 SCR 125, 2015 SCC 2 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2015,.html,/,https://www.canlii.org/en/ca/scc/doc/2015/2015scc2/2015scc2.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2015scc2/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2015scc1,Mounted Police Association of Ontario v. Canada (Attorney General),"[2015] 1 SCR 3, 2015 SCC 1 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2015,.html,/,https://www.canlii.org/en/ca/scc/doc/2015/2015scc1/2015scc1.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2015scc1/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc76,R. v. MacLeod,"[2014] 3 SCR 619, 2014 SCC 76 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc76/2014scc76.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc76/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc77,R. v. Fearon,"[2014] 3 SCR 621, 2014 SCC 77 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc77/2014scc77.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc77/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc75,R. v. Wilcox,"[2014] 3 SCR 616, 2014 SCC 75 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc75/2014scc75.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc75/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc74,R. v. Day,"[2014] 3 SCR 614, 2014 SCC 74 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc74/2014scc74.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc74/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc73,R. v. Wills,"[2014] 3 SCR 612, 2014 SCC 73 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc73/2014scc73.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc73/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc72,Wakeling v. United States of America,"[2014] 3 SCR 549, 2014 SCC 72 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc72/2014scc72.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc72/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc71,Bhasin v. Hrynew,"[2014] 3 SCR 494, 2014 SCC 71 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc71/2014scc71.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc71/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc70,British Columbia Teachers' Federation v. British Columbia Public School Employers' Association,"[2014] 3 SCR 492, 2014 SCC 70 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc70/2014scc70.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc70/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc69,R. v. Dunn,"[2014] 3 SCR 490, 2014 SCC 69 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc69/2014scc69.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc69/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc68,Febles v. Canada (Citizenship and Immigration),"[2014] 3 SCR 431, 2014 SCC 68 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc68/2014scc68.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc68/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc67,Thibodeau v. Air Canada,"[2014] 3 SCR 340, 2014 SCC 67 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc67/2014scc67.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc67/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc66,Imperial Oil v. Jacques,"[2014] 3 SCR 287, 2014 SCC 66 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc66/2014scc66.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc66/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc65,R. v. Lepine,"[2014] 3 SCR 285, 2014 SCC 65 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc65/2014scc65.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc65/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc64,R. v. Bouchard,"[2014] 3 SCR 283, 2014 SCC 64 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc64/2014scc64.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc64/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc63,R. v. Mohamed,"[2014] 3 SCR 280, 2014 SCC 63 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc63/2014scc63.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc63/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc62,Kazemi Estate v. Islamic Republic of Iran,"[2014] 3 SCR 176, 2014 SCC 62 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc62/2014scc62.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc62/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc61,R. v. Steele,"[2014] 3 SCR 138, 2014 SCC 61 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc61/2014scc61.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc61/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc60,R. v. Conception,"[2014] 3 SCR 82, 2014 SCC 60 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc60/2014scc60.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc60/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc59,Trial Lawyers Association of British Columbia v. British Columbia (Attorney General),"[2014] 3 SCR 31, 2014 SCC 59 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc59/2014scc59.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc59/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc58,R. v. Mack,"[2014] 3 SCR 3, 2014 SCC 58 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc58/2014scc58.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc58/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc57,Marcotte v. Fédération des caisses Desjardins du Québec,"[2014] 2 SCR 805, 2014 SCC 57 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc57/2014scc57.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc57/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc56,Amex Bank of Canada v. Adams,"[2014] 2 SCR 787, 2014 SCC 56 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc56/2014scc56.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc56/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc55,Bank of Montreal v. Marcotte,"[2014] 2 SCR 725, 2014 SCC 55 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc55/2014scc55.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc55/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc54,R. v. Mian,"[2014] 2 SCR 689, 2014 SCC 54 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc54/2014scc54.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc54/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc53,Sattva Capital Corp. v. Creston Moly Corp.,"[2014] 2 SCR 633, 2014 SCC 53 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc53/2014scc53.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc53/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc52,R. v. Hart,"[2014] 2 SCR 544, 2014 SCC 52 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc52/2014scc52.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc52/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc51,Quebec (Commission des normes du travail) v. Asphalte Desjardins inc.,"[2014] 2 SCR 514, 2014 SCC 51 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc51/2014scc51.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc51/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc50,R. v. Taylor,"[2014] 2 SCR 495, 2014 SCC 50 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc50/2014scc50.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc50/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc49,Canada (Attorney General) v. Confédération des syndicats nationaux,"[2014] 2 SCR 477, 2014 SCC 49 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc49/2014scc49.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc49/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc48,Grassy Narrows First Nation v. Ontario (Natural Resources),"[2014] 2 SCR 447, 2014 SCC 48 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc48/2014scc48.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc48/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc47,R. v. Sipos,"[2014] 2 SCR 423, 2014 SCC 47 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc47/2014scc47.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc47/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc46,R. v. Quesnelle,"[2014] 2 SCR 390, 2014 SCC 46 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc46/2014scc46.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc46/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc45,"United Food and Commercial Workers, Local 503 v. Wal‑Mart Canada Corp.","[2014] 2 SCR 323, 2014 SCC 45 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc45/2014scc45.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc45/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc44,Tsilhqot’in Nation v. British Columbia,"[2014] 2 SCR 257, 2014 SCC 44 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc44/2014scc44.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc44/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc43,R. v. Spencer,"[2014] 2 SCR 212, 2014 SCC 43 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc43/2014scc43.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc43/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc42,Canadian Artists’ Representation v. National Gallery of Canada,"[2014] 2 SCR 197, 2014 SCC 42 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc42/2014scc42.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc42/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc41,R. v. Anderson,"[2014] 2 SCR 167, 2014 SCC 41 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc41/2014scc41.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc41/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc40,Canadian National Railway Co. v. Canada (Attorney General),"[2014] 2 SCR 135, 2014 SCC 40 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc40/2014scc40.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc40/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc39,McCormick v. Fasken Martineau DuMoulin LLP,"[2014] 2 SCR 108, 2014 SCC 39 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc39/2014scc39.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc39/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc38,Stubicar v. Canada,"[2014] 2 SCR 104, 2014 SCC 38 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc38/2014scc38.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc38/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014canlii23904,Canadian Artists’ Representation v. National Gallery of Canada,2014 CanLII 23904 (SCC),https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014canlii23904/2014canlii23904.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014canlii23904/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc37,Canada (Citizenship and Immigration) v. Harkat,"[2014] 2 SCR 33, 2014 SCC 37 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc37/2014scc37.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc37/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc36,John Doe v. Ontario (Finance),"[2014] 2 SCR 3, 2014 SCC 36 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc36/2014scc36.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc36/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc35,Union Carbide Canada Inc. v. Bombardier Inc.,"[2014] 1 SCR 800, 2014 SCC 35 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc35/2014scc35.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc35/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc34,Immeubles Jacques Robitaille inc. v. Québec (City),"[2014] 1 SCR 784, 2014 SCC 34 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc34/2014scc34.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc34/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc33,Dionne v. Commission scolaire des Patriotes,"[2014] 1 SCR 765, 2014 SCC 33 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc33/2014scc33.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc33/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc32,Reference re Senate Reform,"[2014] 1 SCR 704, 2014 SCC 32 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc32/2014scc32.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc32/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc31,Ontario (Community Safety and Correctional Services) v. Ontario (Information and Privacy Commissioner),"[2014] 1 SCR 674, 2014 SCC 31 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc31/2014scc31.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc31/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc30,R. v. Jackson,"[2014] 1 SCR 672, 2014 SCC 30 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc30/2014scc30.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc30/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
csc-scc,2014scc29,Peracomo Inc. v. TELUS Communications Co.,"[2014] 1 SCR 621, 2014 SCC 29 (CanLII)",https://www.canlii.org/en/ca/scc/doc/,2014,.html,/,https://www.canlii.org/en/ca/scc/doc/2014/2014scc29/2014scc29.html,http://api.canlii.org/v1/caseCitator/en/csc-scc/2014scc29/citingCases?api_key=6gauat4nerh7ysgvv2t77nu4,,http://api.canlii.org/v1/caseCitator/en/,/citingCases?,api_key=6gauat4nerh7ysgvv2t77nu4
